id,session_id,rssi,ssid,timestamp,robot_id,loc_x,loc_y,rank,s_id
138,0709154102robot5,-67,zotacB4,2015-07-09 15:41:06,robot5,4782,216,15.0,0709154102robot5
139,0709154102robot5,-55,zotacC1,2015-07-09 15:41:06,robot5,4782,216,16.0,0709154102robot5
140,0709154102robot5,-68,zotacC3,2015-07-09 15:41:06,robot5,4782,216,17.0,0709154102robot5
141,0709154102robot5,-65,zotacE3,2015-07-09 15:41:06,robot5,4782,216,18.0,0709154102robot5
142,0709154102robot5,-70,zotacE1,2015-07-09 15:41:06,robot5,4782,216,19.0,0709154102robot5
143,0709154102robot5,-66,zotacE4,2015-07-09 15:41:06,robot5,4782,216,20.0,0709154102robot5
144,0709154102robot5,-68,zotacF1,2015-07-09 15:41:06,robot5,4782,216,21.0,0709154102robot5
145,0709154102robot5,-63,zotacF3,2015-07-09 15:41:06,robot5,4782,216,22.0,0709154102robot5
146,0709154102robot5,-73,zotacF4,2015-07-09 15:41:06,robot5,4782,216,23.0,0709154102robot5
147,0709154102robot5,-70,zotacF2,2015-07-09 15:41:06,robot5,4782,216,24.0,0709154102robot5
148,0709154102robot5,-74,zotacG3,2015-07-09 15:41:06,robot5,4782,216,25.0,0709154102robot5
149,0709154102robot5,-84,zotacj4,2015-07-09 15:41:06,robot5,4782,216,26.0,0709154102robot5
150,0709154102robot5,-76,zotack2,2015-07-09 15:41:06,robot5,4782,216,27.0,0709154102robot5
151,0709154102robot5,-82,zotack3,2015-07-09 15:41:06,robot5,4782,216,28.0,0709154102robot5
152,0709154102robot5,-80,zotacj3,2015-07-09 15:41:06,robot5,4782,216,29.0,0709154102robot5
153,0709154102robot5,-64,zotacD3,2015-07-09 15:41:06,robot5,4782,216,30.0,0709154102robot5
154,0709154102robot5,-85,zotack4,2015-07-09 15:41:06,robot5,4782,216,31.0,0709154102robot5
155,0709154102robot5,-83,zotack1,2015-07-09 15:41:06,robot5,4782,216,32.0,0709154102robot5
156,0709154102robot5,-67,zotacC4,2015-07-09 15:41:06,robot5,4782,216,33.0,0709154102robot5
157,0709154102robot5,-76,zotach4,2015-07-09 15:41:06,robot5,4782,216,34.0,0709154102robot5
