id,session_id,rssi,ssid,timestamp,robot_id,loc_x,loc_y,rank,ssid_loc_y,ssid_loc_x
8166,0709194448robot6,-73,zotacC4,2015-07-09 19:44:49,robot6,4449,1749,1.0,1280,4900
8167,0709194448robot6,-74,zotacD2,2015-07-09 19:44:49,robot6,4449,1749,2.0,560,4300
8168,0709194448robot6,-75,zotacD3,2015-07-09 19:44:49,robot6,4449,1749,3.0,920,4300
8169,0709194448robot6,-78,zotacB2,2015-07-09 19:44:49,robot6,4449,1749,4.0,560,5500
8175,0709194455robot6,-78,zotacC2,2015-07-09 19:44:56,robot6,4449,1749,0.0,560,4900
8176,0709194455robot6,-75,zotacC4,2015-07-09 19:44:56,robot6,4449,1749,1.0,1280,4900
8177,0709194455robot6,-73,zotacD2,2015-07-09 19:44:56,robot6,4449,1749,2.0,560,4300
8178,0709194455robot6,-73,zotacD3,2015-07-09 19:44:56,robot6,4449,1749,3.0,920,4300
8179,0709194455robot6,-78,zotacB2,2015-07-09 19:44:56,robot6,4449,1749,4.0,560,5500
8185,0709194501robot6,-76,zotacC2,2015-07-09 19:45:02,robot6,4449,1749,0.0,560,4900
8186,0709194501robot6,-73,zotacC4,2015-07-09 19:45:02,robot6,4449,1749,1.0,1280,4900
8187,0709194501robot6,-74,zotacD2,2015-07-09 19:45:02,robot6,4449,1749,2.0,560,4300
8188,0709194501robot6,-73,zotacD3,2015-07-09 19:45:02,robot6,4449,1749,3.0,920,4300
8189,0709194501robot6,-77,zotacB2,2015-07-09 19:45:02,robot6,4449,1749,4.0,560,5500
8195,0709194507robot6,-77,zotacC2,2015-07-09 19:45:09,robot6,4449,1749,0.0,560,4900
8196,0709194507robot6,-74,zotacC4,2015-07-09 19:45:09,robot6,4449,1749,1.0,1280,4900
8197,0709194507robot6,-74,zotacD2,2015-07-09 19:45:09,robot6,4449,1749,2.0,560,4300
8198,0709194507robot6,-73,zotacD3,2015-07-09 19:45:09,robot6,4449,1749,3.0,920,4300
8199,0709194507robot6,-78,zotacB2,2015-07-09 19:45:09,robot6,4449,1749,4.0,560,5500
8205,0709194514robot6,-76,zotacC2,2015-07-09 19:45:15,robot6,4449,1749,0.0,560,4900
8206,0709194514robot6,-72,zotacC4,2015-07-09 19:45:15,robot6,4449,1749,1.0,1280,4900
8207,0709194514robot6,-74,zotacD2,2015-07-09 19:45:15,robot6,4449,1749,2.0,560,4300
8208,0709194514robot6,-74,zotacD3,2015-07-09 19:45:15,robot6,4449,1749,3.0,920,4300
8209,0709194514robot6,-78,zotacB2,2015-07-09 19:45:15,robot6,4449,1749,4.0,560,5500
8215,0709194520robot6,-77,zotacC2,2015-07-09 19:45:22,robot6,4449,1749,0.0,560,4900
8216,0709194520robot6,-73,zotacC4,2015-07-09 19:45:22,robot6,4449,1749,1.0,1280,4900
8217,0709194520robot6,-74,zotacD2,2015-07-09 19:45:22,robot6,4449,1749,2.0,560,4300
8218,0709194520robot6,-74,zotacD3,2015-07-09 19:45:22,robot6,4449,1749,3.0,920,4300
8219,0709194520robot6,-78,zotacB2,2015-07-09 19:45:22,robot6,4449,1749,4.0,560,5500
8225,0709194527robot6,-76,zotacC2,2015-07-09 19:45:28,robot6,4449,1749,0.0,560,4900
8226,0709194527robot6,-74,zotacC4,2015-07-09 19:45:28,robot6,4449,1749,1.0,1280,4900
8227,0709194527robot6,-74,zotacD2,2015-07-09 19:45:28,robot6,4449,1749,2.0,560,4300
8228,0709194527robot6,-74,zotacD3,2015-07-09 19:45:28,robot6,4449,1749,3.0,920,4300
8229,0709194527robot6,-77,zotacB2,2015-07-09 19:45:28,robot6,4449,1749,4.0,560,5500
8235,0709194533robot6,-77,zotacC2,2015-07-09 19:45:35,robot6,4449,1749,0.0,560,4900
8236,0709194533robot6,-75,zotacC4,2015-07-09 19:45:35,robot6,4449,1749,1.0,1280,4900
8237,0709194533robot6,-74,zotacD2,2015-07-09 19:45:35,robot6,4449,1749,2.0,560,4300
8238,0709194533robot6,-73,zotacD3,2015-07-09 19:45:35,robot6,4449,1749,3.0,920,4300
8239,0709194533robot6,-78,zotacB2,2015-07-09 19:45:35,robot6,4449,1749,4.0,560,5500
8245,0709194540robot6,-76,zotacC2,2015-07-09 19:45:41,robot6,4449,1749,0.0,560,4900
8246,0709194540robot6,-74,zotacC4,2015-07-09 19:45:41,robot6,4449,1749,1.0,1280,4900
8247,0709194540robot6,-74,zotacD2,2015-07-09 19:45:41,robot6,4449,1749,2.0,560,4300
8248,0709194540robot6,-73,zotacD3,2015-07-09 19:45:41,robot6,4449,1749,3.0,920,4300
8249,0709194540robot6,-78,zotacB2,2015-07-09 19:45:41,robot6,4449,1749,4.0,560,5500
8255,0709194546robot6,-77,zotacC2,2015-07-09 19:45:48,robot6,4449,1749,0.0,560,4900
8256,0709194546robot6,-75,zotacC4,2015-07-09 19:45:48,robot6,4449,1749,1.0,1280,4900
8257,0709194546robot6,-74,zotacD2,2015-07-09 19:45:48,robot6,4449,1749,2.0,560,4300
8258,0709194546robot6,-74,zotacD3,2015-07-09 19:45:48,robot6,4449,1749,3.0,920,4300
8259,0709194546robot6,-77,zotacB2,2015-07-09 19:45:48,robot6,4449,1749,4.0,560,5500
8265,0709194553robot6,-77,zotacC2,2015-07-09 19:45:54,robot6,4449,1749,0.0,560,4900
8266,0709194553robot6,-73,zotacC4,2015-07-09 19:45:54,robot6,4449,1749,1.0,1280,4900
8267,0709194553robot6,-74,zotacD2,2015-07-09 19:45:54,robot6,4449,1749,2.0,560,4300
8268,0709194553robot6,-74,zotacD3,2015-07-09 19:45:54,robot6,4449,1749,3.0,920,4300
8269,0709194553robot6,-77,zotacB2,2015-07-09 19:45:54,robot6,4449,1749,4.0,560,5500
8275,0709194559robot6,-76,zotacC2,2015-07-09 19:46:00,robot6,4449,1749,0.0,560,4900
8276,0709194559robot6,-74,zotacC4,2015-07-09 19:46:00,robot6,4449,1749,1.0,1280,4900
8277,0709194559robot6,-75,zotacD2,2015-07-09 19:46:00,robot6,4449,1749,2.0,560,4300
8278,0709194559robot6,-73,zotacD3,2015-07-09 19:46:00,robot6,4449,1749,3.0,920,4300
8279,0709194559robot6,-77,zotacB2,2015-07-09 19:46:00,robot6,4449,1749,4.0,560,5500
8285,0709194606robot6,-76,zotacC2,2015-07-09 19:46:07,robot6,4449,1749,0.0,560,4900
8286,0709194606robot6,-74,zotacC4,2015-07-09 19:46:07,robot6,4449,1749,1.0,1280,4900
8287,0709194606robot6,-75,zotacD2,2015-07-09 19:46:07,robot6,4449,1749,2.0,560,4300
8288,0709194606robot6,-70,zotacD3,2015-07-09 19:46:07,robot6,4449,1749,3.0,920,4300
8289,0709194606robot6,-77,zotacB2,2015-07-09 19:46:07,robot6,4449,1749,4.0,560,5500
8295,0709194612robot6,-76,zotacC2,2015-07-09 19:46:13,robot6,4449,1749,0.0,560,4900
8296,0709194612robot6,-74,zotacC4,2015-07-09 19:46:13,robot6,4449,1749,1.0,1280,4900
8297,0709194612robot6,-74,zotacD2,2015-07-09 19:46:13,robot6,4449,1749,2.0,560,4300
8298,0709194612robot6,-73,zotacD3,2015-07-09 19:46:13,robot6,4449,1749,3.0,920,4300
8299,0709194612robot6,-77,zotacB2,2015-07-09 19:46:13,robot6,4449,1749,4.0,560,5500
8305,0709194618robot6,-77,zotacC2,2015-07-09 19:46:20,robot6,4449,1749,0.0,560,4900
8306,0709194618robot6,-74,zotacC4,2015-07-09 19:46:20,robot6,4449,1749,1.0,1280,4900
8307,0709194618robot6,-74,zotacD2,2015-07-09 19:46:20,robot6,4449,1749,2.0,560,4300
8308,0709194618robot6,-74,zotacD3,2015-07-09 19:46:20,robot6,4449,1749,3.0,920,4300
8309,0709194618robot6,-77,zotacB2,2015-07-09 19:46:20,robot6,4449,1749,4.0,560,5500
8315,0709194625robot6,-77,zotacC2,2015-07-09 19:46:26,robot6,4450,1700,0.0,560,4900
8316,0709194625robot6,-72,zotacC4,2015-07-09 19:46:26,robot6,4450,1700,1.0,1280,4900
8317,0709194625robot6,-71,zotacD2,2015-07-09 19:46:26,robot6,4450,1700,2.0,560,4300
8318,0709194625robot6,-71,zotacD3,2015-07-09 19:46:26,robot6,4450,1700,3.0,920,4300
8319,0709194625robot6,-77,zotacB2,2015-07-09 19:46:26,robot6,4450,1700,4.0,560,5500
8325,0709194631robot6,-75,zotacC2,2015-07-09 19:46:33,robot6,4450,1647,0.0,560,4900
8326,0709194631robot6,-71,zotacC4,2015-07-09 19:46:33,robot6,4450,1647,1.0,1280,4900
8327,0709194631robot6,-72,zotacD2,2015-07-09 19:46:33,robot6,4450,1647,2.0,560,4300
8328,0709194631robot6,-71,zotacD3,2015-07-09 19:46:33,robot6,4450,1647,3.0,920,4300
8329,0709194631robot6,-76,zotacB2,2015-07-09 19:46:33,robot6,4450,1647,4.0,560,5500
8336,0709194638robot6,-76,zotacC2,2015-07-09 19:46:39,robot6,4450,1647,0.0,560,4900
8337,0709194638robot6,-73,zotacC4,2015-07-09 19:46:39,robot6,4450,1647,1.0,1280,4900
8338,0709194638robot6,-72,zotacD2,2015-07-09 19:46:39,robot6,4450,1647,2.0,560,4300
8339,0709194638robot6,-71,zotacD3,2015-07-09 19:46:39,robot6,4450,1647,3.0,920,4300
8340,0709194638robot6,-77,zotacB2,2015-07-09 19:46:39,robot6,4450,1647,4.0,560,5500
8347,0709194644robot6,-74,zotacC2,2015-07-09 19:46:46,robot6,4450,1647,0.0,560,4900
8348,0709194644robot6,-71,zotacC4,2015-07-09 19:46:46,robot6,4450,1647,1.0,1280,4900
8349,0709194644robot6,-73,zotacD2,2015-07-09 19:46:46,robot6,4450,1647,2.0,560,4300
8350,0709194644robot6,-71,zotacD3,2015-07-09 19:46:46,robot6,4450,1647,3.0,920,4300
8351,0709194644robot6,-76,zotacB2,2015-07-09 19:46:46,robot6,4450,1647,4.0,560,5500
8358,0709194651robot6,-74,zotacC2,2015-07-09 19:46:52,robot6,4450,1647,0.0,560,4900
8359,0709194651robot6,-72,zotacC4,2015-07-09 19:46:52,robot6,4450,1647,1.0,1280,4900
8360,0709194651robot6,-72,zotacD2,2015-07-09 19:46:52,robot6,4450,1647,2.0,560,4300
8361,0709194651robot6,-72,zotacD3,2015-07-09 19:46:52,robot6,4450,1647,3.0,920,4300
8362,0709194651robot6,-76,zotacB2,2015-07-09 19:46:52,robot6,4450,1647,4.0,560,5500
8369,0709194657robot6,-74,zotacC2,2015-07-09 19:46:59,robot6,4450,1647,0.0,560,4900
8370,0709194657robot6,-71,zotacC4,2015-07-09 19:46:59,robot6,4450,1647,1.0,1280,4900
8371,0709194657robot6,-72,zotacD2,2015-07-09 19:46:59,robot6,4450,1647,2.0,560,4300
8372,0709194657robot6,-71,zotacD3,2015-07-09 19:46:59,robot6,4450,1647,3.0,920,4300
8373,0709194657robot6,-76,zotacB2,2015-07-09 19:46:59,robot6,4450,1647,4.0,560,5500
8380,0709194704robot6,-74,zotacC2,2015-07-09 19:47:05,robot6,4450,1647,0.0,560,4900
8381,0709194704robot6,-71,zotacC4,2015-07-09 19:47:05,robot6,4450,1647,1.0,1280,4900
8382,0709194704robot6,-73,zotacD2,2015-07-09 19:47:05,robot6,4450,1647,2.0,560,4300
8383,0709194704robot6,-72,zotacD3,2015-07-09 19:47:05,robot6,4450,1647,3.0,920,4300
8384,0709194704robot6,-77,zotacB2,2015-07-09 19:47:05,robot6,4450,1647,4.0,560,5500
8391,0709194710robot6,-74,zotacC2,2015-07-09 19:47:11,robot6,4450,1647,0.0,560,4900
8392,0709194710robot6,-70,zotacC4,2015-07-09 19:47:11,robot6,4450,1647,1.0,1280,4900
8393,0709194710robot6,-72,zotacD2,2015-07-09 19:47:12,robot6,4450,1647,2.0,560,4300
8394,0709194710robot6,-72,zotacD3,2015-07-09 19:47:12,robot6,4450,1647,3.0,920,4300
8395,0709194710robot6,-77,zotacB2,2015-07-09 19:47:12,robot6,4450,1647,4.0,560,5500
8402,0709194717robot6,-74,zotacC2,2015-07-09 19:47:18,robot6,4450,1647,0.0,560,4900
8403,0709194717robot6,-70,zotacC4,2015-07-09 19:47:18,robot6,4450,1647,1.0,1280,4900
8404,0709194717robot6,-72,zotacD2,2015-07-09 19:47:18,robot6,4450,1647,2.0,560,4300
8405,0709194717robot6,-72,zotacD3,2015-07-09 19:47:18,robot6,4450,1647,3.0,920,4300
8406,0709194717robot6,-77,zotacB2,2015-07-09 19:47:18,robot6,4450,1647,4.0,560,5500
8413,0709194723robot6,-75,zotacC2,2015-07-09 19:47:24,robot6,4450,1647,0.0,560,4900
8414,0709194723robot6,-72,zotacC4,2015-07-09 19:47:24,robot6,4450,1647,1.0,1280,4900
8415,0709194723robot6,-73,zotacD2,2015-07-09 19:47:24,robot6,4450,1647,2.0,560,4300
8416,0709194723robot6,-74,zotacD3,2015-07-09 19:47:24,robot6,4450,1647,3.0,920,4300
8417,0709194723robot6,-77,zotacB2,2015-07-09 19:47:24,robot6,4450,1647,4.0,560,5500
8424,0709194730robot6,-75,zotacC2,2015-07-09 19:47:31,robot6,4450,1647,0.0,560,4900
8425,0709194730robot6,-71,zotacC4,2015-07-09 19:47:31,robot6,4450,1647,1.0,1280,4900
8426,0709194730robot6,-73,zotacD2,2015-07-09 19:47:31,robot6,4450,1647,2.0,560,4300
8427,0709194730robot6,-71,zotacD3,2015-07-09 19:47:31,robot6,4450,1647,3.0,920,4300
8428,0709194730robot6,-77,zotacB2,2015-07-09 19:47:31,robot6,4450,1647,4.0,560,5500
8435,0709194736robot6,-75,zotacC2,2015-07-09 19:47:37,robot6,4450,1647,0.0,560,4900
8436,0709194736robot6,-72,zotacC4,2015-07-09 19:47:37,robot6,4450,1647,1.0,1280,4900
8437,0709194736robot6,-73,zotacD2,2015-07-09 19:47:37,robot6,4450,1647,2.0,560,4300
8438,0709194736robot6,-71,zotacD3,2015-07-09 19:47:37,robot6,4450,1647,3.0,920,4300
8439,0709194736robot6,-76,zotacB2,2015-07-09 19:47:37,robot6,4450,1647,4.0,560,5500
8446,0709194743robot6,-74,zotacC2,2015-07-09 19:47:44,robot6,4450,1647,0.0,560,4900
8447,0709194743robot6,-71,zotacC4,2015-07-09 19:47:44,robot6,4450,1647,1.0,1280,4900
8448,0709194743robot6,-73,zotacD2,2015-07-09 19:47:44,robot6,4450,1647,2.0,560,4300
8449,0709194743robot6,-72,zotacD3,2015-07-09 19:47:44,robot6,4450,1647,3.0,920,4300
8450,0709194743robot6,-77,zotacB2,2015-07-09 19:47:44,robot6,4450,1647,4.0,560,5500
8457,0709194749robot6,-73,zotacC2,2015-07-09 19:47:50,robot6,4450,1647,0.0,560,4900
8458,0709194749robot6,-73,zotacC4,2015-07-09 19:47:50,robot6,4450,1647,1.0,1280,4900
8459,0709194749robot6,-74,zotacD2,2015-07-09 19:47:50,robot6,4450,1647,2.0,560,4300
8460,0709194749robot6,-72,zotacD3,2015-07-09 19:47:50,robot6,4450,1647,3.0,920,4300
8461,0709194749robot6,-77,zotacB2,2015-07-09 19:47:50,robot6,4450,1647,4.0,560,5500
8468,0709194755robot6,-73,zotacC2,2015-07-09 19:47:57,robot6,4450,1647,0.0,560,4900
8469,0709194755robot6,-70,zotacC4,2015-07-09 19:47:57,robot6,4450,1647,1.0,1280,4900
8470,0709194755robot6,-72,zotacD2,2015-07-09 19:47:57,robot6,4450,1647,2.0,560,4300
8471,0709194755robot6,-73,zotacD3,2015-07-09 19:47:57,robot6,4450,1647,3.0,920,4300
8472,0709194755robot6,-77,zotacB2,2015-07-09 19:47:57,robot6,4450,1647,4.0,560,5500
8479,0709194802robot6,-74,zotacC2,2015-07-09 19:48:03,robot6,4450,1647,0.0,560,4900
8480,0709194802robot6,-70,zotacC4,2015-07-09 19:48:03,robot6,4450,1647,1.0,1280,4900
8481,0709194802robot6,-73,zotacD2,2015-07-09 19:48:03,robot6,4450,1647,2.0,560,4300
8482,0709194802robot6,-72,zotacD3,2015-07-09 19:48:03,robot6,4450,1647,3.0,920,4300
8483,0709194802robot6,-77,zotacB2,2015-07-09 19:48:03,robot6,4450,1647,4.0,560,5500
8490,0709194808robot6,-74,zotacC2,2015-07-09 19:48:10,robot6,4450,1647,0.0,560,4900
8491,0709194808robot6,-71,zotacC4,2015-07-09 19:48:10,robot6,4450,1647,1.0,1280,4900
8492,0709194808robot6,-73,zotacD2,2015-07-09 19:48:10,robot6,4450,1647,2.0,560,4300
8493,0709194808robot6,-73,zotacD3,2015-07-09 19:48:10,robot6,4450,1647,3.0,920,4300
8494,0709194808robot6,-76,zotacB2,2015-07-09 19:48:10,robot6,4450,1647,4.0,560,5500
8501,0709194815robot6,-75,zotacC2,2015-07-09 19:48:16,robot6,4450,1647,0.0,560,4900
8502,0709194815robot6,-71,zotacC4,2015-07-09 19:48:16,robot6,4450,1647,1.0,1280,4900
8503,0709194815robot6,-73,zotacD2,2015-07-09 19:48:16,robot6,4450,1647,2.0,560,4300
8504,0709194815robot6,-72,zotacD3,2015-07-09 19:48:16,robot6,4450,1647,3.0,920,4300
8505,0709194815robot6,-76,zotacB2,2015-07-09 19:48:16,robot6,4450,1647,4.0,560,5500
8512,0709194821robot6,-74,zotacC2,2015-07-09 19:48:23,robot6,4450,1647,0.0,560,4900
8513,0709194821robot6,-72,zotacC4,2015-07-09 19:48:23,robot6,4450,1647,1.0,1280,4900
8514,0709194821robot6,-73,zotacD2,2015-07-09 19:48:23,robot6,4450,1647,2.0,560,4300
8515,0709194821robot6,-71,zotacD3,2015-07-09 19:48:23,robot6,4450,1647,3.0,920,4300
8516,0709194821robot6,-76,zotacB2,2015-07-09 19:48:23,robot6,4450,1647,4.0,560,5500
8523,0709194828robot6,-73,zotacC2,2015-07-09 19:48:29,robot6,4450,1647,0.0,560,4900
8524,0709194828robot6,-73,zotacC4,2015-07-09 19:48:29,robot6,4450,1647,1.0,1280,4900
8525,0709194828robot6,-73,zotacD2,2015-07-09 19:48:29,robot6,4450,1647,2.0,560,4300
8526,0709194828robot6,-73,zotacD3,2015-07-09 19:48:29,robot6,4450,1647,3.0,920,4300
8527,0709194828robot6,-76,zotacB2,2015-07-09 19:48:29,robot6,4450,1647,4.0,560,5500
8534,0709194834robot6,-74,zotacC2,2015-07-09 19:48:36,robot6,4450,1647,0.0,560,4900
8535,0709194834robot6,-71,zotacC4,2015-07-09 19:48:36,robot6,4450,1647,1.0,1280,4900
8536,0709194834robot6,-72,zotacD2,2015-07-09 19:48:36,robot6,4450,1647,2.0,560,4300
8537,0709194834robot6,-72,zotacD3,2015-07-09 19:48:36,robot6,4450,1647,3.0,920,4300
8538,0709194834robot6,-76,zotacB2,2015-07-09 19:48:36,robot6,4450,1647,4.0,560,5500
8544,0709194841robot6,-74,zotacC2,2015-07-09 19:48:42,robot6,4450,1647,0.0,560,4900
8545,0709194841robot6,-70,zotacC4,2015-07-09 19:48:42,robot6,4450,1647,1.0,1280,4900
8546,0709194841robot6,-72,zotacD2,2015-07-09 19:48:42,robot6,4450,1647,2.0,560,4300
8547,0709194841robot6,-73,zotacD3,2015-07-09 19:48:42,robot6,4450,1647,3.0,920,4300
8548,0709194841robot6,-75,zotacB2,2015-07-09 19:48:42,robot6,4450,1647,4.0,560,5500
8555,0709194847robot6,-74,zotacC2,2015-07-09 19:48:49,robot6,4450,1647,0.0,560,4900
8556,0709194847robot6,-74,zotacC4,2015-07-09 19:48:49,robot6,4450,1647,1.0,1280,4900
8557,0709194847robot6,-72,zotacD2,2015-07-09 19:48:49,robot6,4450,1647,2.0,560,4300
8558,0709194847robot6,-72,zotacD3,2015-07-09 19:48:49,robot6,4450,1647,3.0,920,4300
8559,0709194847robot6,-75,zotacB2,2015-07-09 19:48:49,robot6,4450,1647,4.0,560,5500
8566,0709194854robot6,-74,zotacC2,2015-07-09 19:48:55,robot6,4450,1647,0.0,560,4900
8567,0709194854robot6,-73,zotacC4,2015-07-09 19:48:55,robot6,4450,1647,1.0,1280,4900
8568,0709194854robot6,-73,zotacD2,2015-07-09 19:48:55,robot6,4450,1647,2.0,560,4300
8569,0709194854robot6,-72,zotacD3,2015-07-09 19:48:55,robot6,4450,1647,3.0,920,4300
8570,0709194854robot6,-76,zotacB2,2015-07-09 19:48:55,robot6,4450,1647,4.0,560,5500
8577,0709194900robot6,-74,zotacC2,2015-07-09 19:49:02,robot6,4449,1630,0.0,560,4900
8578,0709194900robot6,-72,zotacC4,2015-07-09 19:49:02,robot6,4449,1630,1.0,1280,4900
8579,0709194900robot6,-73,zotacD2,2015-07-09 19:49:02,robot6,4449,1630,2.0,560,4300
8580,0709194900robot6,-70,zotacD3,2015-07-09 19:49:02,robot6,4449,1630,3.0,920,4300
8581,0709194900robot6,-78,zotacB2,2015-07-09 19:49:02,robot6,4449,1630,4.0,560,5500
8588,0709194907robot6,-75,zotacC2,2015-07-09 19:49:08,robot6,4449,1549,0.0,560,4900
8589,0709194907robot6,-70,zotacC4,2015-07-09 19:49:08,robot6,4449,1549,1.0,1280,4900
8590,0709194907robot6,-76,zotacD2,2015-07-09 19:49:08,robot6,4449,1549,2.0,560,4300
8591,0709194907robot6,-75,zotacD3,2015-07-09 19:49:08,robot6,4449,1549,3.0,920,4300
8592,0709194907robot6,-77,zotacB2,2015-07-09 19:49:08,robot6,4449,1549,4.0,560,5500
8599,0709194913robot6,-75,zotacC2,2015-07-09 19:49:14,robot6,4449,1549,0.0,560,4900
8600,0709194913robot6,-70,zotacC4,2015-07-09 19:49:14,robot6,4449,1549,1.0,1280,4900
8601,0709194913robot6,-75,zotacD2,2015-07-09 19:49:14,robot6,4449,1549,2.0,560,4300
8602,0709194913robot6,-75,zotacD3,2015-07-09 19:49:14,robot6,4449,1549,3.0,920,4300
8603,0709194913robot6,-78,zotacB2,2015-07-09 19:49:14,robot6,4449,1549,4.0,560,5500
8610,0709194920robot6,-73,zotacC2,2015-07-09 19:49:21,robot6,4449,1549,0.0,560,4900
8611,0709194920robot6,-70,zotacC4,2015-07-09 19:49:21,robot6,4449,1549,1.0,1280,4900
8612,0709194920robot6,-73,zotacD2,2015-07-09 19:49:21,robot6,4449,1549,2.0,560,4300
8613,0709194920robot6,-72,zotacD3,2015-07-09 19:49:21,robot6,4449,1549,3.0,920,4300
8614,0709194920robot6,-78,zotacB2,2015-07-09 19:49:21,robot6,4449,1549,4.0,560,5500
8621,0709194926robot6,-73,zotacC2,2015-07-09 19:49:27,robot6,4449,1549,0.0,560,4900
8622,0709194926robot6,-69,zotacC4,2015-07-09 19:49:27,robot6,4449,1549,1.0,1280,4900
8623,0709194926robot6,-73,zotacD2,2015-07-09 19:49:27,robot6,4449,1549,2.0,560,4300
8624,0709194926robot6,-75,zotacD3,2015-07-09 19:49:27,robot6,4449,1549,3.0,920,4300
8625,0709194926robot6,-79,zotacB2,2015-07-09 19:49:27,robot6,4449,1549,4.0,560,5500
8631,0709194933robot6,-73,zotacC2,2015-07-09 19:49:34,robot6,4449,1549,0.0,560,4900
8632,0709194933robot6,-68,zotacC4,2015-07-09 19:49:34,robot6,4449,1549,1.0,1280,4900
8633,0709194933robot6,-73,zotacD2,2015-07-09 19:49:34,robot6,4449,1549,2.0,560,4300
8634,0709194933robot6,-74,zotacD3,2015-07-09 19:49:34,robot6,4449,1549,3.0,920,4300
8635,0709194933robot6,-79,zotacB2,2015-07-09 19:49:34,robot6,4449,1549,4.0,560,5500
8641,0709194939robot6,-73,zotacC2,2015-07-09 19:49:40,robot6,4449,1549,0.0,560,4900
8642,0709194939robot6,-70,zotacC4,2015-07-09 19:49:40,robot6,4449,1549,1.0,1280,4900
8643,0709194939robot6,-75,zotacD2,2015-07-09 19:49:40,robot6,4449,1549,2.0,560,4300
8644,0709194939robot6,-76,zotacD3,2015-07-09 19:49:40,robot6,4449,1549,3.0,920,4300
8645,0709194939robot6,-78,zotacB2,2015-07-09 19:49:40,robot6,4449,1549,4.0,560,5500
8652,0709194945robot6,-74,zotacC2,2015-07-09 19:49:47,robot6,4449,1549,0.0,560,4900
8653,0709194945robot6,-70,zotacC4,2015-07-09 19:49:47,robot6,4449,1549,1.0,1280,4900
8654,0709194945robot6,-75,zotacD2,2015-07-09 19:49:47,robot6,4449,1549,2.0,560,4300
8655,0709194945robot6,-75,zotacD3,2015-07-09 19:49:47,robot6,4449,1549,3.0,920,4300
8656,0709194945robot6,-78,zotacB2,2015-07-09 19:49:47,robot6,4449,1549,4.0,560,5500
8663,0709194952robot6,-74,zotacC2,2015-07-09 19:49:53,robot6,4449,1549,0.0,560,4900
8664,0709194952robot6,-69,zotacC4,2015-07-09 19:49:53,robot6,4449,1549,1.0,1280,4900
8665,0709194952robot6,-72,zotacD2,2015-07-09 19:49:53,robot6,4449,1549,2.0,560,4300
8666,0709194952robot6,-74,zotacD3,2015-07-09 19:49:53,robot6,4449,1549,3.0,920,4300
8667,0709194952robot6,-78,zotacB2,2015-07-09 19:49:53,robot6,4449,1549,4.0,560,5500
8674,0709194958robot6,-74,zotacC2,2015-07-09 19:50:00,robot6,4449,1549,0.0,560,4900
8675,0709194958robot6,-70,zotacC4,2015-07-09 19:50:00,robot6,4449,1549,1.0,1280,4900
8676,0709194958robot6,-72,zotacD2,2015-07-09 19:50:00,robot6,4449,1549,2.0,560,4300
8677,0709194958robot6,-74,zotacD3,2015-07-09 19:50:00,robot6,4449,1549,3.0,920,4300
8678,0709194958robot6,-78,zotacB2,2015-07-09 19:50:00,robot6,4449,1549,4.0,560,5500
8685,0709195005robot6,-74,zotacC2,2015-07-09 19:50:06,robot6,4449,1549,0.0,560,4900
8686,0709195005robot6,-71,zotacC4,2015-07-09 19:50:06,robot6,4449,1549,1.0,1280,4900
8687,0709195005robot6,-75,zotacD2,2015-07-09 19:50:06,robot6,4449,1549,2.0,560,4300
8688,0709195005robot6,-75,zotacD3,2015-07-09 19:50:06,robot6,4449,1549,3.0,920,4300
8689,0709195005robot6,-78,zotacB2,2015-07-09 19:50:06,robot6,4449,1549,4.0,560,5500
8696,0709195011robot6,-74,zotacC2,2015-07-09 19:50:13,robot6,4449,1549,0.0,560,4900
8697,0709195011robot6,-70,zotacC4,2015-07-09 19:50:13,robot6,4449,1549,1.0,1280,4900
8698,0709195011robot6,-72,zotacD2,2015-07-09 19:50:13,robot6,4449,1549,2.0,560,4300
8699,0709195011robot6,-76,zotacD3,2015-07-09 19:50:13,robot6,4449,1549,3.0,920,4300
8700,0709195011robot6,-78,zotacB2,2015-07-09 19:50:13,robot6,4449,1549,4.0,560,5500
8707,0709195018robot6,-74,zotacC2,2015-07-09 19:50:19,robot6,4449,1549,0.0,560,4900
8708,0709195018robot6,-69,zotacC4,2015-07-09 19:50:19,robot6,4449,1549,1.0,1280,4900
8709,0709195018robot6,-72,zotacD2,2015-07-09 19:50:19,robot6,4449,1549,2.0,560,4300
8710,0709195018robot6,-74,zotacD3,2015-07-09 19:50:19,robot6,4449,1549,3.0,920,4300
8711,0709195018robot6,-77,zotacB2,2015-07-09 19:50:19,robot6,4449,1549,4.0,560,5500
8718,0709195024robot6,-75,zotacC2,2015-07-09 19:50:26,robot6,4449,1549,0.0,560,4900
8719,0709195024robot6,-69,zotacC4,2015-07-09 19:50:26,robot6,4449,1549,1.0,1280,4900
8720,0709195024robot6,-74,zotacD2,2015-07-09 19:50:26,robot6,4449,1549,2.0,560,4300
8721,0709195024robot6,-75,zotacD3,2015-07-09 19:50:26,robot6,4449,1549,3.0,920,4300
8722,0709195024robot6,-78,zotacB2,2015-07-09 19:50:26,robot6,4449,1549,4.0,560,5500
8729,0709195031robot6,-75,zotacC2,2015-07-09 19:50:32,robot6,4449,1549,0.0,560,4900
8730,0709195031robot6,-68,zotacC4,2015-07-09 19:50:32,robot6,4449,1549,1.0,1280,4900
8731,0709195031robot6,-75,zotacD2,2015-07-09 19:50:32,robot6,4449,1549,2.0,560,4300
